stage,epoch,kappa,energy_over_N,energy_std_dev_over_N,energy_std_error_over_N
only_cusp,8,10.801417278942717,-0.4153407800192149,0.006295273661648768,0.0006202010264692331
only_cusp,9,8.571070815249897,-0.4131282135218436,0.006512656760652297,0.0007495509373700288
only_cusp,9,7.372711406495239,-0.41272421958661143,0.006584884712871551,0.00033763470526203395
only_cusp,9,9.42899803395305,-0.41453293534525565,0.005942355308365938,0.0003026594594208762
only_cusp,9,3.1004594499792812,-0.41189769169157714,0.0073397391253174115,0.000574255569062404
only_cusp,10,12.294851208424426,-0.41372457868334356,0.005920776030395747,0.0004220329997867008
only_cusp,10,2.0050863879735075,-0.41138248798821153,0.00705529890389057,0.0007607268229486598
only_cusp,10,15.928465725324093,-0.4156034954578743,0.005914433878514698,0.0001793744404917453
only_cusp,10,2.853444134885832,-0.41161932940728063,0.00700333655750559,0.00038608440420285844
only_cusp,11,9.080457803931385,-0.41355376743650063,0.0068236309608129845,0.00035858779697639135
only_cusp,11,3.6455784837587766,-0.4123522120662242,0.0072353740381257605,0.0005383884746696075
only_cusp,11,9.471999651753572,-0.4150041554616832,0.007044453544705178,0.001321485263089432
only_cusp,11,5.167872086411883,-0.41274575412667086,0.006990380562390643,0.0005291400722516972
only_cusp,12,16.356860105818694,-0.41563257589870395,0.005788474527605001,0.0006496912495108185
only_cusp,12,11.718556885503732,-0.4152864819110161,0.006350696259114778,0.0008123459660461963
only_cusp,12,16.774083240387988,-0.415728709316131,0.00600284645363952,0.00020152193323438853
only_cusp,12,11.316235575085551,-0.41407144568262927,0.006416747551455169,0.000522761770845166
only_cusp,13,17.66712530054059,-0.4164744205110139,0.005876768239622153,0.0003097000635694221
only_cusp,13,12.08219085252396,-0.41451630615587093,0.006338673519734754,0.0005498216675320339
only_cusp,13,2.7212622876477823,-0.4103596884818751,0.007386528040890205,0.0004899278008874623
only_cusp,13,12.503895252777305,-0.4144453355389491,0.006401197662218163,0.0002375616808272282
only_cusp,14,1.0792192306389152,-0.4106843259381693,0.0071390600728039304,0.000372217744940081
only_cusp,14,18.753385804574947,-0.4171859260145005,0.005772793168766129,0.0008440057871135617
only_cusp,14,6.304781333842608,-0.4128376125680998,0.007091674778678202,0.000448897963248935
only_cusp,14,11.34268352710115,-0.414700215856022,0.006458893351154205,0.0004349495969701833
only_cusp,15,5.678146434934421,-0.4123004467248867,0.0066244869372028455,0.0006658364317056515
only_cusp,15,8.698624612922732,-0.41327236727700384,0.0066102189959428405,0.0005544444071778409
only_cusp,15,18.99740114026911,-0.41703362531852567,0.00581107063503757,0.0005142263345188413
only_cusp,15,19.47465569883718,-0.41692710100202557,0.005749960269870544,0.0008241374007176081
only_cusp,16,13.967204143566894,-0.41492463578616057,0.006379216156326478,0.0005263952863517927
only_cusp,16,5.9464598385778284,-0.41222906423939315,0.007111409019469571,0.0006803281949986081
only_cusp,16,6.835603018041433,-0.41257622292499646,0.007224041475624618,0.0001452453735981033
only_cusp,16,12.848745719590879,-0.4140643676626974,0.006559694707196035,0.00029448336004395104
only_cusp,17,4.549722844832312,-0.4118063516335371,0.006704847615733635,0.00036313400363565263
only_cusp,17,1.477174306212746,-0.4113981116826163,0.007073648740902493,0.00033178277838328597
only_cusp,17,5.0128016918609966,-0.41227245015180036,0.006864547086105731,0.00034398848709565823
only_cusp,17,13.352728949156992,-0.41572131729738304,0.006297403618687589,0.0002051690922001453
only_cusp,18,11.892576590852002,-0.41392308974187675,0.00689480880831513,0.0006134029772332857
only_cusp,18,15.440919054856666,-0.4149315046886795,0.00614409292144729,0.0007294283670837744
only_cusp,18,9.787900318318446,-0.41422599979740915,0.006251788474953239,0.0004042967695376342
only_cusp,18,11.794535132654,-0.41515124097164885,0.005819542017681703,0.0005344706654475684
only_cusp,19,7.697439303946972,-0.4133309676652209,0.0065178338493167825,0.00038404870785115855
only_cusp,19,13.781339833177682,-0.41580794590459913,0.006296023292529904,0.0005400125296558323
only_cusp,19,10.493960097068745,-0.4138172809136753,0.006704667715246939,0.0004015519459657735
only_cusp,19,11.537597490202145,-0.41469922551876426,0.006165567663288669,0.0007369893003100301
only_cusp,20,5.876060665884428,-0.4144242865506675,0.008027641650127962,0.0018012440277739392
only_cusp,20,8.839337691956349,-0.41419791479105306,0.00677424739099153,0.0005013859623072874
only_cusp,20,15.133363172620998,-0.4140845971117571,0.006067010696848962,0.0006636490256104246
only_cusp,20,5.719146808286451,-0.4135751983096655,0.006968076018216591,0.0007386176118679182
only_cusp,21,13.875949766635122,-0.41594227925147453,0.005847852906974438,0.00039589659843799563
only_cusp,21,13.18618795700467,-0.41424551143222904,0.007175757879008486,0.00043068054041204814
only_cusp,21,3.2667051826711866,-0.4120489427385351,0.007033371770595273,0.0003238304230343625
only_cusp,21,6.652057518945744,-0.4131536672512548,0.006702088095917786,0.000474104048498239
only_cusp,22,1.3129241071214104,-0.41102814031035184,0.007922291191560096,0.00031088744416281886
only_cusp,22,11.256879046541789,-0.41388311975321135,0.006646497176341309,0.0003831133667724539
only_cusp,22,7.7644689122643165,-0.41333570037324463,0.006849655629820327,0.00036936287901341883
only_cusp,22,6.115448850867934,-0.41309536922461915,0.006822562465981993,0.0004565878933313567
only_cusp,23,6.18753798252829,-0.4125477914335348,0.0070297407241722175,0.0005902745030158774
only_cusp,23,14.036698976864345,-0.415036179747843,0.0059898452184386315,0.0007472757879794397
only_cusp,23,1.410072185934014,-0.41140868727991203,0.007135453115155418,0.00042119167317630513
only_cusp,23,1.278368325980559,-0.4108882424486341,0.007147036996590052,0.0009277931174025875
only_cusp,24,3.523268441620604,-0.4117614822113455,0.007192009936859857,0.00028674809436836455
only_cusp,24,9.546197115138622,-0.41401547464791516,0.006643214154545445,0.0011113303016869515
only_cusp,24,11.959773516813373,-0.41408867272747746,0.006629410125786457,0.00043160587696140036
only_cusp,24,10.365028268730235,-0.4143813341582004,0.006569114400064003,0.0003472050822445037
only_cusp,25,1.031790407937835,-0.4111928460965189,0.007158888784346624,0.0003825107217838256
only_cusp,25,16.76119365778179,-0.4152106250385809,0.006472782646956332,0.0005525224239225002
only_cusp,25,11.438642403454855,-0.4149712905851893,0.005980745810659333,0.000562807043292857
only_cusp,25,11.672997258605323,-0.4134255893506119,0.006748183315011341,0.0006695691104149925
only_cusp,26,11.68414981538972,-0.41429104375406633,0.005925216047027419,0.0003675503429112645
only_cusp,26,15.373445254606798,-0.41546669864606967,0.006192647986759828,0.00020806895121948133
only_cusp,26,2.932244291533948,-0.4119404829534608,0.007179728013843722,0.0003736548744319118
only_cusp,26,11.835388309545472,-0.4140542214249727,0.006489948737077827,0.00020842902042613438
only_cusp,27,13.069879160155544,-0.4145823586288467,0.006748754960103831,0.0006332198599304348
only_cusp,27,12.60968759202232,-0.41554065180468686,0.005935301627057246,0.0006113198077117834
only_cusp,27,13.21482594157888,-0.4153849399002978,0.005958193556631624,0.00015142585854181222
only_cusp,27,1.0991081635351818,-0.41087011821852354,0.007526098689405976,0.0004142386758795558
only_cusp,28,5.535298169489836,-0.41232634522793854,0.00756801255671563,0.00041494511198231893
only_cusp,28,19.47135536508241,-0.4159068033958581,0.005829966330263269,0.0004253441673486446
only_cusp,28,8.370622999487846,-0.41262628588406547,0.00641149654888633,0.001126700641121825
only_cusp,28,19.046516338337177,-0.4168390702780676,0.005744562641624129,0.0002708991958206343
only_cusp,29,18.583909254343922,-0.415186394095277,0.006421007606081431,0.00042415295350339485
only_cusp,29,17.932171587073295,-0.4155804440192596,0.005687310451778999,0.00036967004857060246
only_cusp,29,1.9567050054281594,-0.4114353492673452,0.00700354486474784,0.0003922250066445433
only_cusp,29,16.95868095039373,-0.4160281924721335,0.006176062789972952,0.000388301638316302
only_cusp,30,18.517566780928796,-0.41649329356576925,0.006164182387473335,0.00032767271027027493
only_cusp,30,16.114609388000297,-0.4160023033185712,0.005829284024813734,0.0003072205528768436
only_cusp,30,12.847494710483073,-0.4141362987649807,0.007113142589052575,0.0006617989989633953
only_cusp,30,13.054894540969071,-0.4151326693724612,0.006557980865219779,0.0004297497896270253
only_cusp,31,16.852867450752065,-0.4159696885480145,0.00622909075185618,0.0002510331483808357
only_cusp,31,14.425938619815486,-0.41639268028025783,0.006187325821279823,0.0011318365785148619
only_cusp,31,16.045761032726993,-0.41640500670172126,0.005513272213043163,0.0006202976296460206
only_cusp,31,13.091441006447287,-0.4145962542909115,0.0065026336804829155,0.000525653143515631
only_cusp,32,5.997623386163982,-0.41338223102695404,0.006559506367815866,0.000415684723278141
only_cusp,32,19.126033932182118,-0.41655623553408916,0.00579263598276458,0.00020408348768799297
only_cusp,32,11.907040040467576,-0.41449444875095004,0.006024475729925738,0.00034091191378604054
only_cusp,32,8.300481530177244,-0.4143028079325123,0.006692324927921135,0.0006902417178412085
only_cusp,33,14.67303657965084,-0.415624776216995,0.005624135421330703,0.0005307755855366435
only_cusp,33,16.09685682545645,-0.41559250444181445,0.006256360301945799,0.0006131459455460324
only_cusp,33,15.662772136118583,-0.4157573271095312,0.006246062263505425,0.0004321072241341637
only_cusp,33,9.376027130761061,-0.41399634392855567,0.0066167266267515516,0.000374932181013844
only_cusp,34,7.073965609652163,-0.41331915852034523,0.006803468018190831,0.00033122371933887374
only_cusp,34,8.332822739005746,-0.41300305054591785,0.0066653331339928176,0.0004103746224007341
only_cusp,34,1.377943844489558,-0.4112753100696034,0.007040757456426951,0.00044897265458741927
only_cusp,34,2.9001643397496206,-0.4114488620361267,0.007460898622557651,0.00041297157699224986
only_cusp,35,16.29798314709214,-0.41652777038782707,0.006114513444082519,0.0004481074541792233
only_cusp,35,4.827666488402304,-0.41228126428649114,0.007607030516390747,0.0005192918636831584
only_cusp,35,10.56552552836358,-0.4144622194634072,0.00645572414267382,0.0005159838140432311
only_cusp,35,11.067967165992782,-0.4146758989292659,0.0062289434693717,0.00035940280112564953
only_cusp,36,10.730287697187395,-0.41422328211165205,0.006555368962485007,0.0002796846040856801
only_cusp,36,11.67864758336213,-0.4143244748915794,0.006529116612289053,0.00032594956710336705
only_cusp,36,19.073242186992484,-0.41636997093310874,0.006516184754001063,0.0007261195918528106
only_cusp,36,4.813709543045119,-0.41170858422804507,0.00725208119782159,0.0005305249157135747
only_cusp,37,14.93189228528605,-0.41508155271603275,0.006360429258475692,0.00027306942788175745
only_cusp,37,19.17822233261298,-0.4165279420809068,0.005990684790773033,0.0005278304481551655
only_cusp,37,18.178643688005046,-0.41680339917712333,0.005944913003035973,0.0003923757131247119
only_cusp,37,12.60582066573576,-0.41461334611290623,0.0061490538743086505,0.0003829364154828789
only_cusp,38,6.263026072005335,-0.4132752916438261,0.007239487923620412,0.0008982733688796728
only_cusp,38,11.163606603922105,-0.4148969041234785,0.0066250560456521616,0.0004693198859803165
only_cusp,38,8.714323181786748,-0.414487663751242,0.0071844585225524565,0.0015482031764835382
only_cusp,38,14.303885096929317,-0.4157793692395991,0.005938482242547179,0.0002870577747079796
only_cusp,39,6.320383823450368,-0.4130068403235952,0.006777685616558469,0.00033158103435925845
only_cusp,39,11.930991507477074,-0.41502117611773287,0.006456282226259289,0.0007255181561800153
only_cusp,39,17.886761922875426,-0.41548878299194825,0.006549810089344099,0.0005911005618810428
only_cusp,39,13.084156931341923,-0.41488496559334737,0.006793616170446503,0.00048188928323486687
only_cusp,40,15.148339476842448,-0.41530311903046285,0.006409325623706398,0.00049738375460949
only_cusp,40,2.8955007159413864,-0.412490241911959,0.007029237336598958,0.0008769171039614582
only_cusp,40,11.669679191725487,-0.4144576923121889,0.006135127245984107,0.0003341964901354481
only_cusp,40,3.4073588772645604,-0.4109415099618785,0.0074913285305201124,0.0015527011897708473
only_cusp,41,7.083714184842627,-0.4130793411371787,0.006741889625394876,0.00030729692842717057
only_cusp,41,14.227454919902014,-0.41511117600801783,0.0064610701453678586,0.0009211311969901549
only_cusp,41,8.209853408633187,-0.41391359822250035,0.006561367595918597,0.000602083357266975
only_cusp,41,6.929613323829121,-0.4129379443772066,0.0070779463806476765,0.0004361328542090551
only_cusp,42,4.21821726442806,-0.4107216546179236,0.007467311143449523,0.001282197771463334
only_cusp,42,1.1292780294218647,-0.4109240419152857,0.007350220862750977,0.00036879922212300234
only_cusp,42,8.733946231185396,-0.4138971196922702,0.006599047504250759,0.00047898758973322325
only_cusp,42,2.727655199556409,-0.4114703898797919,0.006732315546424711,0.0005033809599138155
only_cusp,43,13.191173012447898,-0.41515282270853343,0.00667251248936983,0.0004614844304668469
only_cusp,43,10.016473035824404,-0.41422766698424585,0.006358207317367205,0.0003749290529271667
only_cusp,43,5.171218087429731,-0.41220674653038863,0.007030683271917409,0.00044438458210861384
only_cusp,43,9.165166464176256,-0.41443868515485327,0.006330807693995958,0.00040110803355169984
only_cusp,44,7.618314630205091,-0.41341939110686066,0.0069073732351062275,0.000387888619133025
only_cusp,44,14.1795470433704,-0.41485436634572703,0.006766877884000639,0.0008539501810332035
only_cusp,44,12.93907013300768,-0.414771417063764,0.006483406532193154,0.0003467068611937072
only_cusp,44,5.2471526122196765,-0.41255843743524623,0.006945065889891333,0.0006538171878200991
only_cusp,45,18.415461178120893,-0.41623313731642775,0.006436854955389478,0.0012207909942382406
only_cusp,45,5.932649307611083,-0.4124497844619469,0.0067487844491669795,0.0004006096639606052
only_cusp,45,13.537897939599677,-0.41390722072663516,0.007099985594889031,0.0012280396915543986
only_cusp,45,19.49402168871704,-0.4168859728686538,0.005758323487352929,0.00033209349455433666
only_cusp,46,2.151017465403424,-0.41155489128433653,0.008159891307648529,0.0005094064738118743
only_cusp,46,13.403775642447819,-0.4143832592586083,0.005871351561612633,0.0011286641891654137
only_cusp,46,10.278491678175417,-0.41387733668904936,0.006419309305250579,0.0003938907641871846
only_cusp,46,2.5283253834724597,-0.4112893315507814,0.006886962341627472,0.00034247004831283604
only_cusp,47,10.395514571488706,-0.41345764914867517,0.006460568722968359,0.00041089917940029643
only_cusp,47,1.2196921684600976,-0.41087820845479317,0.007137439158492941,0.0004132934913713277
only_cusp,47,10.8888289880214,-0.4135130518495291,0.006326136758434525,0.0004464137646631158
only_cusp,47,10.928543410802222,-0.4156438016569097,0.008089453189266948,0.0018825842364505693
only_cusp,48,5.297144395638096,-0.4127014421377021,0.006853247084379668,9.70001773356878e-5
only_cusp,48,8.927445602604346,-0.41369639926839935,0.006822079267419991,0.0003020612917798004
only_cusp,48,2.467575141686086,-0.4116292417571669,0.0071622248898748275,0.00026429224692212875
only_cusp,48,11.896310322829798,-0.4142294130164459,0.006195511134336741,0.00043755290893066843
only_cusp,49,12.389243445302483,-0.41458095361663766,0.006689225496129981,0.00036724142092680006
only_cusp,49,4.613989398835908,-0.4117740564569729,0.007336204333875709,0.000315207151193399
only_cusp,49,18.76158775126734,-0.41617126905504653,0.005925818153382694,0.00024914840761097203
only_cusp,49,1.239529417403711,-0.4111832978186506,0.0073684591979690725,0.0003572266368519678
only_cusp,50,5.859533716755791,-0.41232688711121507,0.006745472675782404,0.0003215699597533656
only_cusp,50,6.910974396697588,-0.41276858064051264,0.007093199750683641,0.00044156039291722916
only_cusp,50,15.924823974480942,-0.4162275694447651,0.0061279057097775045,0.001031849377025383
only_cusp,50,9.019093852270789,-0.4133221655492236,0.006611778118201269,0.0004082265997726406
only_cusp,51,12.00788541352399,-0.41464560573365167,0.006557373947481384,0.00045392935313063936
only_cusp,51,3.975990708808051,-0.4123621436259737,0.006358188999737716,0.0003669230667066307
only_cusp,51,8.533096628948302,-0.41364291672659853,0.006274793104775567,0.0005805649571755968
only_cusp,51,2.8687434376194414,-0.4124536782866213,0.007016088478661605,0.00044596664390686924
only_cusp,52,15.189120218527258,-0.4155643371023437,0.006124627551747545,0.00041255082804707044
only_cusp,52,7.2218858668180275,-0.413327437543231,0.00682362172697399,0.0002737870779544347
only_cusp,52,5.051801471500521,-0.41273178100246755,0.006825975896763305,0.00026939190676577375
only_cusp,52,18.844688503320736,-0.4155649797661569,0.0059021885563257295,0.0007306016341429228
only_cusp,53,17.486308123777953,-0.4165363034595312,0.00570199351790526,0.0005553432955703179
only_cusp,53,11.149734204708139,-0.4143188201715173,0.006485199695410823,0.0003323232711496449
only_cusp,53,16.86436967056192,-0.41590580757917633,0.006104911312971141,0.0007755295332958781
only_cusp,53,10.754524475863489,-0.4133045344513455,0.006850260899615919,0.0006087008497785065
only_cusp,54,14.789968311815166,-0.41561284875211596,0.006136140701584164,0.0003594170709219322
only_cusp,54,2.9371267147853644,-0.41084829170274106,0.006985376661305421,0.00032749523293530117
only_cusp,54,7.926941935128198,-0.4133086398732827,0.006920003820059276,0.00038445029310065767
only_cusp,54,15.211288458425262,-0.4170165152743915,0.006319446896905676,0.0010645841268454024
only_cusp,55,7.394967874233853,-0.4135676407263225,0.007178131217775684,0.0004449521894558926
only_cusp,55,13.73070905918625,-0.4146987017780984,0.0060368762541566975,0.00024220035863292696
only_cusp,55,14.413222962153366,-0.41535372840273505,0.006101737302345067,0.00045756537526374846
only_cusp,55,7.246219883261729,-0.4131514004186744,0.006926052680690963,0.0006347512928743216
only_cusp,56,7.661955770136118,-0.41390576903967735,0.007042290990895219,0.0005971671629456539
only_cusp,56,6.013949820246377,-0.41364153682049454,0.006697437622885362,0.0005965058278828376
only_cusp,56,8.019468730502297,-0.4130912981815401,0.006833465892793376,0.0006614899077785177
only_cusp,56,11.30938129768885,-0.41393516476029213,0.006522850305342665,0.00044031860717591435
only_cusp,57,18.88609485186503,-0.4158276013707609,0.005842253884511155,0.0006737053446347655
only_cusp,57,15.972584199825034,-0.4148269894760747,0.0065791847006672535,0.0005468762956608315
only_cusp,57,1.6576362530330175,-0.41107275330913623,0.007365886437916522,0.0002477271363319943
only_cusp,57,1.0388116425941318,-0.4108742446632644,0.007696072482791288,0.0005443348373906484
only_cusp,58,7.739762035237912,-0.4135618568097378,0.006351773660646163,0.0006188176002582148
only_cusp,58,14.167921383556264,-0.4153710711280267,0.005893795501498002,0.0002890994853396976
only_cusp,58,2.5417963417630274,-0.411969184464438,0.007101687406372808,0.0004088805729071577
only_cusp,58,18.744982760622058,-0.416305913663105,0.006136034177167857,0.00033648735853755176
only_cusp,59,14.56474872834193,-0.4151492534517924,0.0065224542187021185,0.00047426179007030965
only_cusp,59,19.424275952124823,-0.4165758723429262,0.005970542185935799,0.0004232102954675422
only_cusp,59,8.245232352522427,-0.41256891210550456,0.006951956618579375,0.000657009500561449
only_cusp,59,1.500429746153508,-0.4108201871001055,0.007360408176418088,0.0003397029377490432
only_cusp,60,9.50767248611911,-0.4147971161659747,0.006573119296362676,0.0008437621696745946
only_cusp,60,15.151064598411683,-0.41552156980375793,0.006049859228564998,0.00028725113943736463
only_cusp,60,4.712419117100385,-0.412173549989056,0.006886205701024759,0.0004228236772021709
only_cusp,60,13.47356553716862,-0.4141817470687029,0.0062211380695315335,0.0007581924247849916
only_cusp,61,8.56104603269169,-0.4141075477777394,0.0068635434780738415,0.00041266993964877074
only_cusp,61,4.923656722125344,-0.41235567664207723,0.007119097979817908,0.000541031625976075
only_cusp,61,14.78542601758616,-0.41485032238396635,0.005985125730258494,0.0003953789472882588
only_cusp,61,19.404720916270506,-0.41688502839028113,0.005571835511181799,0.0004096594978798728
only_cusp,62,8.374182447662616,-0.41292459976024215,0.006199991799780247,0.0002379334873518943
only_cusp,62,14.96178437937946,-0.41520837276357325,0.005822899604417168,0.0003762313173119568
only_cusp,62,13.23819380127859,-0.41481724549055704,0.006356648612069746,0.0003855501550035027
only_cusp,62,18.796038806243093,-0.41682617302240416,0.005775303839288914,0.0002460919616948354
only_cusp,63,9.583011313692175,-0.4134633877685919,0.006406856066516464,0.0006386416800165804
only_cusp,63,14.022550653049304,-0.4148847505103356,0.006429587962402473,0.00042852237267906705
only_cusp,63,7.24715435653968,-0.41275617498825246,0.006690472246212695,0.00031851203798792716
only_cusp,63,3.291331380101087,-0.4118743412533387,0.007621579762936136,0.0006263415050621106
only_cusp,64,19.262015771673966,-0.41602971227130514,0.006338478592782335,0.0003227020481596069
only_cusp,64,2.108071077180755,-0.4110506293290045,0.0075626555154933465,0.0003913286223002913
only_cusp,64,14.936903172101411,-0.4156724350007889,0.005864154410464908,0.00034475021567949694
only_cusp,64,7.414093340006237,-0.4135493618540945,0.006415911803435342,0.00026523530339231084
only_cusp,65,9.611024364013726,-0.41426755281081157,0.0068288175746071735,0.0002844097809573947
only_cusp,65,1.7517742101858098,-0.4110435409421812,0.0073073432752643564,0.0003795243695621112
only_cusp,65,12.03922975529198,-0.4143803219068027,0.006120378701743774,0.0004100659217988133
only_cusp,65,17.888855707127135,-0.4160779791972139,0.006245648868908614,0.0007961027775143475
only_cusp,66,13.193545837791103,-0.4156516013029947,0.00612550994173458,0.0002691438690481439
only_cusp,66,18.51577572040544,-0.41564655212027696,0.006304965004829703,0.0005106050114400555
only_cusp,66,15.28082264328203,-0.4153427745977857,0.006248425437180438,0.0005044446644386712
only_cusp,66,1.1528154870246607,-0.4105026844576526,0.007752812383308507,0.0005720207529053689
only_cusp,67,16.741572572426676,-0.4164531542216555,0.005436628622863571,0.00019664810088516316
only_cusp,67,4.695087293534503,-0.4127254680433004,0.006835025277339854,0.00036365682600383924
only_cusp,67,11.779409255787808,-0.4143684105025627,0.006576895028104311,0.00025610021545290643
only_cusp,67,5.7425185773124685,-0.4124148629594844,0.006895795825616274,0.0003704224997369843
only_cusp,68,9.467566828636695,-0.4141247394139425,0.006486057777343338,0.00023560877483585468
only_cusp,68,9.259620896507764,-0.41379308922766467,0.0068514458544576325,0.0004078047197293242
only_cusp,68,14.86706960386213,-0.415712532246041,0.006254434021075341,0.0003250445455589849
only_cusp,68,19.215283033052206,-0.41599454485912546,0.005604186720242132,0.00037437815066310626
only_cusp,69,4.414982949579777,-0.4118575393727714,0.007099362960610473,0.0004454703961445426
only_cusp,69,16.067214357980163,-0.4150569189005598,0.005983529451004166,0.0005810573388625148
only_cusp,69,18.892660892839565,-0.4157806342987458,0.006109554727529795,0.00041491731033211797
only_cusp,69,5.330937843058802,-0.41345598331397637,0.007632478422721719,0.0013955353591269836
only_cusp,70,11.371645333961068,-0.41442028893160865,0.006605522825888231,0.0004703441605332651
only_cusp,70,14.835535014616378,-0.4150477358737425,0.006168507969471417,0.0003905763061728556
only_cusp,70,18.568255896736563,-0.41685959383757976,0.005260583615175649,0.0005064948484541354
only_cusp,70,4.454536744045555,-0.4127064105370085,0.006584724203287,0.00042352098157152077
only_cusp,71,7.233458409319471,-0.4125496813490753,0.007124383662846062,0.0004490503294906598
only_cusp,71,1.396316806933001,-0.41108918314505555,0.007194036330029261,0.0002509795347469163
only_cusp,71,8.195483743339892,-0.41380255716537345,0.0063860492336779906,0.0008273020781500634
only_cusp,71,12.692767551333182,-0.4156824672969059,0.006617874601309109,0.001110423281531144
only_cusp,72,2.170120180340983,-0.4127235896087849,0.00816911902234717,0.0021363635841228946
only_cusp,72,2.0007126717728028,-0.4114552079445908,0.007291924485250303,0.00025738720376150586
only_cusp,72,8.389897862825855,-0.4138604816345417,0.007403279792466317,0.0007957720941227364
only_cusp,72,9.901215827517508,-0.4133312066863741,0.006369401836153246,0.0005788887983530443
only_cusp,73,3.25885634271627,-0.41189748760915407,0.006863276663443929,0.0004588025273187696
only_cusp,73,1.8045726914156162,-0.41120830361466054,0.00748467360858965,0.000343540997978138
only_cusp,73,8.50609997670275,-0.41326196251409564,0.006663715173781823,0.0004699861691182821
only_cusp,73,10.52635863268846,-0.41492658205888744,0.006032573140089787,0.0005716029805867071
only_cusp,74,18.871370358926136,-0.4161792761268201,0.005808121080650669,0.000304482847414365
only_cusp,74,18.014947446241216,-0.4168518634909411,0.006017418254029464,0.0008121297922491508
only_cusp,74,3.1336951717402783,-0.4115693095320876,0.006848252398108893,0.0004115277515723041
only_cusp,74,4.036012128778213,-0.4124660546311979,0.007040920992017166,0.0003604746204239759
only_cusp,75,10.009109633489363,-0.4139637886868772,0.006969840483448596,0.00029888644844387106
only_cusp,75,1.2288290979506196,-0.4097983655007003,0.008143955837554158,0.0010870722225683371
only_cusp,75,1.5362401083757224,-0.41054102555851874,0.007357967201795487,0.0002099908372084835
only_cusp,75,14.333241655641345,-0.41508736283772996,0.006400847090922263,0.00028720361147779796
only_cusp,76,14.448076906357187,-0.41571042468141,0.005901787613549299,0.00022304699723631454
only_cusp,76,3.8235044780073664,-0.41148469207644556,0.007118176819839029,0.00037940796380566923
only_cusp,76,14.883867180384138,-0.4157169290911864,0.006016172886894522,0.0002359868628521165
only_cusp,76,19.094128035979256,-0.41612006909320726,0.006419126428671199,0.000439347784865845
