row_iter,kappa,energy_per_particle,mcmc_error_in_energy_per_particle,local_energy_deviation_per_particle
1,1.0770932945396248,-0.3274345932863369,0.0002143620429661269,0.0050608836609403705
2,1.1865560019716606,-0.32814679678029834,0.0002918859562792945,0.004122155869285681
3,1.2294825108699934,-0.3276962409808741,0.00015106787294533004,0.0038535768844614416
4,1.557694493810645,-0.3279098445833974,0.00010434708181332976,0.0027460365693599397
5,1.570460224457296,-0.3276975151967562,8.254035067379396e-5,0.0027226314683022096
6,1.576192923036745,-0.3277703430221064,0.00013115983173952626,0.0028277665276704323
7,1.6642374864987548,-0.3276546057157426,0.00013578830349906127,0.0025751176869813638
8,1.6769174139247123,-0.32792965454401535,0.00016006527315222215,0.0025183747481330337
9,1.7285178615232235,-0.3277979340893704,0.00013582914362339236,0.0024164743997784105
10,1.7687399014322593,-0.328174494341522,0.00020018579826618026,0.0026802303795795926
11,1.7700580213895898,-0.327853640427901,0.0001060583644202171,0.002301365714615429
12,1.8310106773010764,-0.3279440309590779,0.00011297410058686145,0.0024905692886913744
13,1.8341841677094315,-0.32769569524628966,0.00012163529244930231,0.0024463536999081146
14,1.8474205551475784,-0.32804412244041414,0.00011046320182596943,0.0025284615981852727
15,1.9272137006608778,-0.32787987142546776,8.298263568479532e-5,0.0023800013629086997
16,1.9447189289305518,-0.32795386898748546,0.0001447182753381335,0.0024909042472592417
17,1.9489064784993413,-0.32760541543948096,0.0002200767717727363,0.002543921301114539
18,2.033533184455946,-0.3279416527898245,0.0002009532595640334,0.0025227308151089746
19,2.0588034702867963,-0.3280381556323359,0.0001472385247848354,0.002302592870175721
20,2.1546817617042953,-0.32812131359107755,6.91939128816789e-5,0.002328364774995396
21,2.215316100940886,-0.32826026839907485,0.00011989939457468789,0.002258036226851625
22,2.250762854938813,-0.3282264470066122,9.155107729291727e-5,0.002356218978566815
23,2.2773319795194835,-0.32757571935820723,0.00020145961683432006,0.0023962098974095554
24,2.360143488136162,-0.32801342143527895,5.233913817153812e-5,0.002274390488427475
25,2.468441255946536,-0.32798807131106966,9.902632130712409e-5,0.0021191691303773133
