N,nu,E,kappa
6,0.3333333333333333333333333,0.1107320705652146,0.50
6,0.3333333333333333333333333,0.10960548124110532,1.0
6,0.3333333333333333333333333,0.09548837654677277,3.0
6,0.3333333333333333333333333,0.07579463853783187,10.0
6,0.3333333333333333333333333,0.11627379448626149,0.0
