N,nu,E,kappa
6,0.3333333333333333333333333,0.11257063946338908,0.50
6,0.3333333333333333333333333,0.10560758866861346,1.0
6,0.3333333333333333333333333,0.08776526415645455,3.0
6,0.3333333333333333333333333,0.06358229391056201,10.0
