row_iter,kappa,energy_per_particle,mcmc_error_in_energy_per_particle,local_energy_deviation_per_particle
1,1.0353849472396788,-0.4304729727799184,0.0003641680076975783,0.011136586570152623
2,1.0745368066064427,-0.4309194480268583,0.0005003606263946225,0.010521740962949251
3,1.1934962687840642,-0.43158271689694594,0.0005863871533807405,0.008535820900365764
4,1.2412524833834495,-0.4326267821128279,0.00047868072853105795,0.008331041557293138
5,1.3011629648122438,-0.4330828612183324,0.0002589393940752591,0.007602423037508579
6,1.4629016058377402,-0.43368495889728365,0.0002499759016987928,0.006185064919061163
7,1.4803705690979145,-0.433775526804411,0.00017491976794279293,0.006176457107315658
8,1.4910431109828017,-0.4337244681927564,0.0002318033988010764,0.00636809884613338
9,1.5772045117981295,-0.4341638526752976,0.0001249301609078743,0.005512324860876974
10,1.6015351532597215,-0.4340772330648941,0.00015966152380996653,0.0054565356315855245
11,1.6199354456490593,-0.4341652391359769,0.00019226018430773477,0.005429996156797078
12,1.6266868903003824,-0.43436265258587964,0.00018968791585966736,0.005200616360705049
13,1.745992988227726,-0.4348386502895006,0.00018404615790424534,0.004760598255917
14,1.9558502802484232,-0.43545330616484834,0.00019160628976308558,0.004401754804386006
15,1.9844073017750847,-0.4354621847933876,0.0002995915040793348,0.004215150667884689
16,1.9917325855540515,-0.4355983779057696,0.00016176090162771495,0.004062517191871358
17,1.9963251327460234,-0.4357696773729296,0.0001450477239815152,0.004001646891245313
18,2.020221802433226,-0.43565818145718543,0.00011846410210124682,0.003981303740586792
19,2.0656145423292807,-0.43575460523870546,0.00014894966929514426,0.0039706423269578505
20,2.1100747438884664,-0.4360631385728565,0.00018705014764544052,0.00353762984214009
21,2.1435449918115066,-0.43624004512513687,0.00015804106990704696,0.0037507624148398447
22,2.1462638694686644,-0.43591483711876616,0.00016454057034769105,0.0037506534888463983
23,2.203801355372992,-0.43645035288597955,0.00014268798414258945,0.003599915600226947
24,2.2688482918548063,-0.4365345883164044,8.95873614662077e-5,0.0036729198531247707
25,2.2859150821928544,-0.4363993538396005,0.00013857974733837017,0.0036133176183776646
26,2.3115024223824614,-0.436470418512542,0.00015034683457828472,0.0037558717799501093
27,2.4305728332879264,-0.43660286361681844,0.0003301953609988822,0.0031693539477500193
28,2.4453520623266836,-0.43676033145334114,0.00010489335273075857,0.003651860831187977
29,2.488145476362554,-0.43725235136829255,0.00020235735230595106,0.003497131177959375
30,2.541688100758961,-0.4371920029469562,0.00010829554004415128,0.003620314228553657
31,2.573411350309817,-0.4371818889179527,0.00015077879356300623,0.003543084922850138
32,2.5849208355447386,-0.43747648903165315,0.00010473179876560974,0.0036636657024996916
33,2.6243513994720358,-0.43739412290232815,0.0001500499603224041,0.003475596571045173
34,2.6706653931515163,-0.43772314376081134,8.019681253379248e-5,0.003581099385261329
35,2.6776199843960105,-0.4374609955951371,0.00012431603149678664,0.0035710829001232244
36,2.7090630380531544,-0.4375552809236103,0.00020992081534489273,0.0035849780068510947
37,2.7763795631177577,-0.4378047542749981,0.0001736019399666132,0.0035376292268131607
38,2.784358150650116,-0.4379123212341119,0.00010807782679142741,0.0033192999503298863
39,2.817860857821535,-0.43791362635269054,0.00030180394642240644,0.0036243945496609053
40,2.839881182669024,-0.4379949877927529,0.00018239582416113316,0.00358418246426028
41,2.8549060610859245,-0.43801440815181336,9.482763693294105e-5,0.0034622853896370443
42,2.864495792746191,-0.43813712851521314,0.00022049556446586204,0.0034103289439948938
43,3.0085701567859493,-0.4389079280477598,0.0005346349954114911,0.0034686406382709494
44,3.013709137559176,-0.4385655041697212,0.00012066549293901449,0.0034240129608892997
45,3.0300337185766493,-0.4384056986863284,0.00013217870814577368,0.003273468307291911
46,3.0565059212546446,-0.4385627019917433,0.0001228836464115579,0.003568276173907696
47,3.0675078555800783,-0.43859706613485033,0.00010827302069675529,0.0033064288506351445
48,3.068670015865909,-0.43853471406036876,0.00017735928233981533,0.0034495582631036805
49,3.074506522473504,-0.4386703313445001,0.00011378052821228606,0.0032908638298961624
50,3.113610754656438,-0.4387301525137286,0.0001193008040936521,0.003287177563520386
51,3.154690800292464,-0.4389301598111779,0.00012750116581223474,0.0034137622481766505
52,3.218248908737899,-0.438959553482584,0.00014874406164297303,0.0035005556393437397
53,3.2508085308332975,-0.4392634595657425,0.00011836313927379156,0.003329870129290262
54,3.328250970853402,-0.43924841180128854,0.00012400412166877874,0.0031120559919264354
55,3.373591563684502,-0.43919854281366294,0.00011245225852894914,0.0033504132298927476
56,3.414430407733674,-0.4396801692385904,0.00023588264396372547,0.0032310811444583357
57,3.448568831471193,-0.43966385965370974,0.00012729640696131704,0.003257568886588302
